username,prob_name,category,code,grade,timestamp,date,time,correct,practice,quiz_time,mastery,mastery_timestamp,mastery_date,mastery_time,probs_before_mastery,time_to_mastery
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:50:03,2024-11-25,09:50:03,1,1,,0,,,,0,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:50:15,2024-11-25,09:50:15,1,1,,0,,,,0,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:50:21,2024-11-25,09:50:21,1,1,,0,,,,0,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:50:43,2024-11-25,09:50:43,1,1,,0,,,,0,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:51:13,2024-11-25,09:51:13,1,1,,0,,,,1,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:51:52,2024-11-25,09:51:52,1,1,,0,,,,2,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:51:59,2024-11-25,09:51:59,1,1,,0,,,,3,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:52:17,2024-11-25,09:52:17,1,1,,0,,,,4,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:52:27,2024-11-25,09:52:27,1,1,,0,,,,5,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:52:58,2024-11-25,09:52:58,0,1,,0,,,,6,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:53:39,2024-11-25,09:53:39,0,1,,0,,,,7,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:38:07,2024-12-04,12:38:07,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:38:43,2024-12-04,12:38:43,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:39:30,2024-12-04,12:39:30,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:40:21,2024-12-04,12:40:21,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:40:26,2024-12-04,12:40:26,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:40:31,2024-12-04,12:40:31,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:40:37,2024-12-04,12:40:37,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:41:37,2024-12-04,12:41:37,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:41:48,2024-12-04,12:41:48,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:42:18,2024-12-04,12:42:18,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:44:02,2024-12-04,12:44:02,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:44:49,2024-12-04,12:44:49,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:45:54,2024-12-04,12:45:54,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_rs,4,2024-12-04 12:46:48,2024-12-04,12:46:48,1,1,,0,,,,462,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-17 14:45:44,2024-12-17,14:45:44,1,0,2024-12-17 14:45:08,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_rp,4,2024-12-17 14:46:47,2024-12-17,14:46:47,1,0,2024-12-17 14:45:08,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_rs,4,2024-12-17 14:46:53,2024-12-17,14:46:53,1,0,2024-12-17 14:45:08,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_2rs,4,2024-12-17 14:48:56,2024-12-17,14:48:56,0,0,2024-12-17 14:45:08,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:28:57,2024-12-18,09:28:57,1,1,,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:29:06,2024-12-18,09:29:06,0,1,,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:29:15,2024-12-18,09:29:15,1,1,,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:29:24,2024-12-18,09:29:24,1,1,,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:29:28,2024-12-18,09:29:28,1,1,,0,,,,55,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2025-01-30 14:42:42,2025-01-30,14:42:42,1,0,2025-01-30 14:42:02,0,,,,126,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2025-01-30 14:44:44,2025-01-30,14:44:44,1,0,2025-01-30 14:44:29,0,,,,127,0 days 00:00:00
AyaA2,AP,AP,ap_rp,4,2025-01-30 14:45:20,2025-01-30,14:45:20,0,0,2025-01-30 14:44:29,0,,,,129,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2025-01-31 12:31:11,2025-01-31,12:31:11,0,1,,0,,,,20,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2025-02-04 14:38:07,2025-02-04,14:38:07,0,0,2025-02-04 14:37:54,0,,,,7,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2025-02-04 14:38:35,2025-02-04,14:38:35,1,0,2025-02-04 14:38:26,0,,,,8,0 days 00:00:00
AyaA2,AP,AP,ap_rp,4,2025-02-04 14:41:21,2025-02-04,14:41:21,0,0,2025-02-04 14:38:26,0,,,,10,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2025-02-04 14:42:16,2025-02-04,14:42:16,1,1,,0,,,,12,0 days 00:00:00
AyaA2,AP,AP,ap_ra,4,2025-02-04 14:43:33,2025-02-04,14:43:33,1,0,2025-02-04 14:42:41,0,,,,15,0 days 00:00:00
AyaA2,AP,AP,ap_rp,4,2025-02-04 14:45:01,2025-02-04,14:45:01,1,0,2025-02-04 14:42:41,0,,,,18,0 days 00:00:00
AyaA2,AP,AP,ap_rs,4,2025-02-04 14:45:25,2025-02-04,14:45:25,1,0,2025-02-04 14:42:41,0,,,,22,0 days 00:00:00
AyaA2,AP,AP,ap_2rs,4,2025-02-04 14:46:28,2025-02-04,14:46:28,0,0,2025-02-04 14:42:41,0,,,,25,0 days 00:00:00
AyaA2,AS1,AS,as_pv_2D,1,2024-10-02 11:26:16,2024-10-02,11:26:16,1,0,2024-10-02 11:26:08,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-02 11:26:22,2024-10-02,11:26:22,1,0,2024-10-02 11:26:08,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_add_2D,1,2024-10-02 11:26:59,2024-10-02,11:26:59,1,0,2024-10-02 11:26:08,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-10-02 11:28:37,2024-10-02,11:28:37,1,0,2024-10-02 11:28:29,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-02 11:29:13,2024-10-02,11:29:13,1,0,2024-10-02 11:28:29,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-10-02 15:56:19,2024-10-02,15:56:19,1,0,2024-10-02 15:56:08,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-02 15:56:27,2024-10-02,15:56:27,1,0,2024-10-02 15:56:08,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_add_2D,1,2024-10-02 15:56:38,2024-10-02,15:56:38,1,0,2024-10-02 15:56:08,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-10-02 15:56:51,2024-10-02,15:56:51,1,0,2024-10-02 15:56:08,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2D,1,2024-10-02 16:07:17,2024-10-02,16:07:17,1,0,2024-10-02 15:56:08,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-10-02 16:07:52,2024-10-02,16:07:52,1,0,2024-10-02 16:07:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-02 16:08:16,2024-10-02,16:08:16,1,0,2024-10-02 16:07:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_add_2D,1,2024-10-02 16:09:05,2024-10-02,16:09:05,1,0,2024-10-02 16:07:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-10-02 16:09:11,2024-10-02,16:09:11,1,0,2024-10-02 16:07:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2D,1,2024-10-02 16:09:41,2024-10-02,16:09:41,1,0,2024-10-02 16:07:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,20,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-10-09 09:51:01,2024-10-09,09:51:01,1,0,2024-10-09 09:50:55,0,2024-11-19 12:59:59,2024-11-19,12:59:59,331,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-09 09:51:07,2024-10-09,09:51:07,1,0,2024-10-09 09:50:55,0,2024-11-19 12:59:59,2024-11-19,12:59:59,332,48 days 01:33:43
AyaA2,AS1,AS,as_add_2D,1,2024-10-09 09:51:35,2024-10-09,09:51:35,1,0,2024-10-09 09:50:55,0,2024-11-19 12:59:59,2024-11-19,12:59:59,333,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-10-09 09:51:43,2024-10-09,09:51:43,1,0,2024-10-09 09:50:55,0,2024-11-19 12:59:59,2024-11-19,12:59:59,334,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2D,1,2024-10-09 09:53:08,2024-10-09,09:53:08,1,0,2024-10-09 09:50:55,0,2024-11-19 12:59:59,2024-11-19,12:59:59,335,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-13 16:50:33,2024-11-13,16:50:33,1,0,2024-11-13 16:50:20,0,2024-11-19 12:59:59,2024-11-19,12:59:59,139,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-11-13 16:51:35,2024-11-13,16:51:35,0,0,2024-11-13 16:50:20,0,2024-11-19 12:59:59,2024-11-19,12:59:59,139,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-13 16:51:52,2024-11-13,16:51:52,1,0,2024-11-13 16:51:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,139,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-11-13 16:53:23,2024-11-13,16:53:23,1,0,2024-11-13 16:51:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,139,48 days 01:33:43
AyaA2,AS1,AS,as_add_2D,1,2024-11-13 16:53:46,2024-11-13,16:53:46,1,0,2024-11-13 16:51:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,139,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-11-13 16:54:08,2024-11-13,16:54:08,1,0,2024-11-13 16:51:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,139,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2D,1,2024-11-13 16:54:24,2024-11-13,16:54:24,0,0,2024-11-13 16:51:44,0,2024-11-19 12:59:59,2024-11-19,12:59:59,139,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-19 13:00:08,2024-11-19,13:00:08,1,0,2024-11-19 12:59:59,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-11-19 13:00:47,2024-11-19,13:00:47,1,0,2024-11-19 12:59:59,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_add_2D,1,2024-11-19 13:01:37,2024-11-19,13:01:37,1,0,2024-11-19 12:59:59,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-11-19 13:01:50,2024-11-19,13:01:50,1,0,2024-11-19 12:59:59,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2D,1,2024-11-19 13:01:57,2024-11-19,13:01:57,1,0,2024-11-19 12:59:59,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:31,2024-11-20,11:26:31,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,109,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:35,2024-11-20,11:26:35,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,110,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:41,2024-11-20,11:26:41,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,112,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:45,2024-11-20,11:26:45,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,114,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:49,2024-11-20,11:26:49,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,117,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:55,2024-11-20,11:26:55,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,119,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:27:27,2024-11-20,11:27:27,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,123,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:27:32,2024-11-20,11:27:32,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,126,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-11-25 09:42:32,2024-11-25,09:42:32,1,0,2024-11-25 09:42:27,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-11-25 09:42:40,2024-11-25,09:42:40,1,0,2024-11-25 09:42:27,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_add_2D,1,2024-11-25 09:43:10,2024-11-25,09:43:10,1,0,2024-11-25 09:42:27,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-11-25 09:43:33,2024-11-25,09:43:33,1,0,2024-11-25 09:42:27,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_sub_2D,1,2024-11-25 09:43:48,2024-11-25,09:43:48,1,0,2024-11-25 09:42:27,1,2024-11-19 12:59:59,2024-11-19,12:59:59,0,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:50:38,2024-12-04,12:50:38,1,0,2024-12-04 12:50:34,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:50:55,2024-12-04,12:50:55,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:03,2024-12-04,12:51:03,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:20,2024-12-04,12:51:20,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:24,2024-12-04,12:51:24,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:35,2024-12-04,12:51:35,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:49,2024-12-04,12:51:49,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:25,2024-12-04,12:52:25,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:30,2024-12-04,12:52:30,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:34,2024-12-04,12:52:34,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:40,2024-12-04,12:52:40,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:52,2024-12-04,12:52:52,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:56,2024-12-04,12:52:56,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:53:00,2024-12-04,12:53:00,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:53:04,2024-12-04,12:53:04,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:53:18,2024-12-04,12:53:18,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:53:54,2024-12-04,12:53:54,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:17,2024-12-04,12:54:17,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:21,2024-12-04,12:54:21,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:26,2024-12-04,12:54:26,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:31,2024-12-04,12:54:31,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:35,2024-12-04,12:54:35,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:38,2024-12-04,12:54:38,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:46,2024-12-04,12:54:46,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 13:05:03,2024-12-04,13:05:03,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 13:57:12,2024-12-10,13:57:12,1,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 14:09:00,2024-12-10,14:09:00,0,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 14:09:28,2024-12-10,14:09:28,0,1,,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 14:29:24,2024-12-10,14:29:24,1,0,2024-12-10 14:29:18,1,2024-11-19 12:59:59,2024-11-19,12:59:59,462,48 days 01:33:43
